duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
6.787	3.005	6.787	9.792	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	6.787	to_hand	poldrack-single-stim	s623	False
0.1	9.793	0.526	10.319	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.526	to_board	poldrack-single-stim	s623	False
0.1	10.32	1.105	11.425	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.105	to_hand	poldrack-single-stim	s623	False
0.1	11.427	0.591	12.018	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.591	to_board	poldrack-single-stim	s623	False
0.1	12.019	1.181	13.2	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.181	to_hand	poldrack-single-stim	s623	False
0.1	13.201	0.342	13.543	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.342	to_board	poldrack-single-stim	s623	False
1.0	13.548	2.5	13.547	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s623	False
3.27	16.05	3.27	19.32	1	UA_with_intermediate	practice	ward_and_allport	71	1.0	3.27	to_hand	poldrack-single-stim	s623	False
0.1	19.321	0.613	19.934	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.613	to_board	poldrack-single-stim	s623	False
0.1	19.936	3.258	23.194	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.258	to_hand	poldrack-single-stim	s623	False
0.1	23.195	3.351	26.546	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	3.351	to_board	poldrack-single-stim	s623	False
0.1	26.548	1.262	27.81	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.262	to_hand	poldrack-single-stim	s623	False
0.1	27.811	0.435	28.246	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.435	to_board	poldrack-single-stim	s623	False
0.1	28.248	1.666	29.914	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.666	to_hand	poldrack-single-stim	s623	False
0.1	29.915	1.392	31.307	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.392	to_board	poldrack-single-stim	s623	False
0.1	31.309	5.574	36.883	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	5.574	to_hand	poldrack-single-stim	s623	False
0.1	36.883	1.266	38.149	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.266	to_board	poldrack-single-stim	s623	False
0.1	38.15	1.104	39.254	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.104	to_hand	poldrack-single-stim	s623	False
0.1	39.255	0.467	39.722	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.467	to_board	poldrack-single-stim	s623	False
0.1	39.723	0.968	40.691	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.968	to_hand	poldrack-single-stim	s623	False
0.1	40.692	0.356	41.048	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.356	to_board	poldrack-single-stim	s623	False
0.1	41.05	5.332	46.382	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	5.332	to_hand	poldrack-single-stim	s623	False
0.1	46.383	0.76	47.143	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.76	to_board	poldrack-single-stim	s623	False
0.1	47.146	1.037	48.183	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.037	to_hand	poldrack-single-stim	s623	False
0.1	48.183	0.456	48.639	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.456	to_board	poldrack-single-stim	s623	False
0.1	48.642	1.634	50.276	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.634	to_hand	poldrack-single-stim	s623	False
0.1	50.277	0.405	50.682	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.405	to_board	poldrack-single-stim	s623	False
0.1	50.684	1.822	52.506	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.822	to_hand	poldrack-single-stim	s623	False
0.1	52.507	1.042	53.549	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.042	to_board	poldrack-single-stim	s623	False
0.1	53.552	0.851	54.403	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.851	to_hand	poldrack-single-stim	s623	False
0.1	54.404	0.728	55.132	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.728	to_board	poldrack-single-stim	s623	False
1.0	55.134	2.1	55.133	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s623	False
3.058	57.236	3.058	60.294	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	3.058	to_hand	poldrack-single-stim	s623	False
0.1	60.296	1.457	61.753	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	1.457	to_board	poldrack-single-stim	s623	False
0.1	61.755	0.874	62.629	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.874	to_hand	poldrack-single-stim	s623	False
0.1	62.631	0.361	62.992	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.361	to_board	poldrack-single-stim	s623	False
0.1	62.994	0.9	63.894	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.9	to_hand	poldrack-single-stim	s623	False
0.1	63.895	0.387	64.282	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.387	to_board	poldrack-single-stim	s623	False
1.0	64.284	2.2	64.283	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s623	False
5.19	66.487	5.19	71.677	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	5.19	to_hand	poldrack-single-stim	s623	False
0.1	71.678	0.301	71.979	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.301	to_board	poldrack-single-stim	s623	False
0.1	71.982	2.208	74.19	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	2.208	to_hand	poldrack-single-stim	s623	False
0.1	74.191	0.298	74.489	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.298	to_board	poldrack-single-stim	s623	False
0.1	74.491	0.621	75.112	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.621	to_hand	poldrack-single-stim	s623	False
0.1	75.113	0.349	75.462	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.349	to_board	poldrack-single-stim	s623	False
1.0	75.464	2.0	75.463	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s623	False
7.783	79.469	7.783	87.252	1	PA_with_intermediate	test	ward_and_allport	82	0.0	7.783	to_hand	poldrack-single-stim	s623	False
0.1	87.253	2.564	89.817	0	PA_with_intermediate	test	ward_and_allport	89	0.0	2.564	to_board	poldrack-single-stim	s623	False
0.1	89.819	2.791	92.61	0	PA_with_intermediate	test	ward_and_allport	82	0.0	2.791	to_hand	poldrack-single-stim	s623	False
0.1	92.611	1.035	93.646	0	PA_with_intermediate	test	ward_and_allport	71	0.0	1.035	to_board	poldrack-single-stim	s623	False
0.1	93.648	2.463	96.111	0	PA_with_intermediate	test	ward_and_allport	89	0.0	2.463	to_hand	poldrack-single-stim	s623	False
0.1	96.112	0.474	96.586	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.474	to_board	poldrack-single-stim	s623	False
0.1	96.588	1.779	98.367	0	PA_with_intermediate	test	ward_and_allport	71	0.0	1.779	to_hand	poldrack-single-stim	s623	False
0.1	98.368	0.58	98.948	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.58	to_board	poldrack-single-stim	s623	False
0.1	98.95	0.832	99.782	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.832	to_hand	poldrack-single-stim	s623	False
0.1	99.783	0.425	100.208	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.425	to_board	poldrack-single-stim	s623	False
0.1	100.212	1.03	101.242	0	PA_with_intermediate	test	ward_and_allport	82	0.0	1.03	to_hand	poldrack-single-stim	s623	False
0.1	101.242	0.69	101.932	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.69	to_board	poldrack-single-stim	s623	False
1.0	101.936	4.176	101.935	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s623	False
5.519	106.115	5.519	111.634	1	PA_with_intermediate	test	ward_and_allport	82	1.0	5.519	to_hand	poldrack-single-stim	s623	False
0.1	111.635	0.397	112.032	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.397	to_board	poldrack-single-stim	s623	False
0.1	112.035	1.905	113.94	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.905	to_hand	poldrack-single-stim	s623	False
0.1	113.94	0.394	114.334	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.394	to_board	poldrack-single-stim	s623	False
0.1	114.338	2.099	116.437	0	PA_with_intermediate	test	ward_and_allport	89	1.0	2.099	to_hand	poldrack-single-stim	s623	False
0.1	116.439	0.37	116.809	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.37	to_board	poldrack-single-stim	s623	False
1.0	116.812	3.36	116.811	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s623	False
4.221	120.175	4.221	124.396	1	PA_with_intermediate	test	ward_and_allport	71	2.0	4.221	to_hand	poldrack-single-stim	s623	False
0.1	124.398	1.756	126.154	0	PA_with_intermediate	test	ward_and_allport	82	2.0	1.756	to_board	poldrack-single-stim	s623	False
0.1	126.156	0.732	126.888	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.732	to_hand	poldrack-single-stim	s623	False
0.1	126.89	2.262	129.152	0	PA_with_intermediate	test	ward_and_allport	89	2.0	2.262	to_board	poldrack-single-stim	s623	False
0.1	129.156	0.907	130.063	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.907	to_hand	poldrack-single-stim	s623	False
0.1	130.063	0.418	130.481	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.418	to_board	poldrack-single-stim	s623	False
1.0	130.484	2.0	130.483	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s623	False
4.508	132.488	4.508	136.996	1	PA_without_intermediate	test	ward_and_allport	82	3.0	4.508	to_hand	poldrack-single-stim	s623	False
0.1	136.997	0.676	137.673	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.676	to_board	poldrack-single-stim	s623	False
0.1	137.677	0.878	138.555	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.878	to_hand	poldrack-single-stim	s623	False
0.1	138.556	0.8	139.356	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.8	to_board	poldrack-single-stim	s623	False
0.1	139.36	1.867	141.227	0	PA_without_intermediate	test	ward_and_allport	82	3.0	1.867	to_hand	poldrack-single-stim	s623	False
0.1	141.228	0.313	141.541	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.313	to_board	poldrack-single-stim	s623	False
1.0	141.544	2.408	141.543	0	PA_without_intermediate	test	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s623	False
3.757	143.956	3.757	147.713	1	PA_with_intermediate	test	ward_and_allport	82	4.0	3.757	to_hand	poldrack-single-stim	s623	False
0.1	147.714	2.729	150.443	0	PA_with_intermediate	test	ward_and_allport	89	4.0	2.729	to_board	poldrack-single-stim	s623	False
0.1	150.446	0.835	151.281	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.835	to_hand	poldrack-single-stim	s623	False
0.1	151.282	0.472	151.754	0	PA_with_intermediate	test	ward_and_allport	71	4.0	0.472	to_board	poldrack-single-stim	s623	False
0.1	151.756	1.607	153.363	0	PA_with_intermediate	test	ward_and_allport	89	4.0	1.607	to_hand	poldrack-single-stim	s623	False
0.1	153.364	0.477	153.841	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.477	to_board	poldrack-single-stim	s623	False
1.0	153.845	2.816	153.844	0	PA_with_intermediate	test	ward_and_allport	-1	4.0	n/a	feedback	poldrack-single-stim	s623	False
5.617	156.665	5.617	162.282	1	PA_without_intermediate	test	ward_and_allport	82	5.0	5.617	to_hand	poldrack-single-stim	s623	False
0.1	162.283	0.382	162.665	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.382	to_board	poldrack-single-stim	s623	False
0.1	162.669	1.906	164.575	0	PA_without_intermediate	test	ward_and_allport	82	5.0	1.906	to_hand	poldrack-single-stim	s623	False
0.1	164.576	0.653	165.229	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.653	to_board	poldrack-single-stim	s623	False
0.1	165.235	1.773	167.008	0	PA_without_intermediate	test	ward_and_allport	82	5.0	1.773	to_hand	poldrack-single-stim	s623	False
0.1	167.009	0.37	167.379	0	PA_without_intermediate	test	ward_and_allport	89	5.0	0.37	to_board	poldrack-single-stim	s623	False
1.0	167.383	3.088	167.382	0	PA_without_intermediate	test	ward_and_allport	-1	5.0	n/a	feedback	poldrack-single-stim	s623	False
4.954	170.474	4.954	175.428	1	PA_without_intermediate	test	ward_and_allport	71	6.0	4.954	to_hand	poldrack-single-stim	s623	False
0.1	175.429	0.314	175.743	0	PA_without_intermediate	test	ward_and_allport	89	6.0	0.314	to_board	poldrack-single-stim	s623	False
0.1	175.746	1.401	177.147	0	PA_without_intermediate	test	ward_and_allport	71	6.0	1.401	to_hand	poldrack-single-stim	s623	False
0.1	177.148	0.306	177.454	0	PA_without_intermediate	test	ward_and_allport	82	6.0	0.306	to_board	poldrack-single-stim	s623	False
0.1	177.458	1.514	178.972	0	PA_without_intermediate	test	ward_and_allport	71	6.0	1.514	to_hand	poldrack-single-stim	s623	False
0.1	178.973	1.322	180.295	0	PA_without_intermediate	test	ward_and_allport	89	6.0	1.322	to_board	poldrack-single-stim	s623	False
1.0	180.3	2.136	180.299	0	PA_without_intermediate	test	ward_and_allport	-1	6.0	n/a	feedback	poldrack-single-stim	s623	False
1.729	182.439	1.729	184.168	1	PA_without_intermediate	test	ward_and_allport	82	7.0	1.729	to_hand	poldrack-single-stim	s623	False
0.1	184.17	0.453	184.623	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.453	to_board	poldrack-single-stim	s623	False
0.1	184.627	1.424	186.051	0	PA_without_intermediate	test	ward_and_allport	71	7.0	1.424	to_hand	poldrack-single-stim	s623	False
0.1	186.052	0.963	187.015	0	PA_without_intermediate	test	ward_and_allport	89	7.0	0.963	to_board	poldrack-single-stim	s623	False
0.1	187.019	2.589	189.608	0	PA_without_intermediate	test	ward_and_allport	82	7.0	2.589	to_hand	poldrack-single-stim	s623	False
0.1	189.609	0.229	189.838	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.229	to_board	poldrack-single-stim	s623	False
0.1	189.842	0.576	190.418	0	PA_without_intermediate	test	ward_and_allport	82	7.0	0.576	to_hand	poldrack-single-stim	s623	False
0.1	190.419	0.59	191.009	0	PA_without_intermediate	test	ward_and_allport	89	7.0	0.59	to_board	poldrack-single-stim	s623	False
1.0	191.014	7.168	191.013	0	PA_without_intermediate	test	ward_and_allport	-1	7.0	n/a	feedback	poldrack-single-stim	s623	False
4.223	198.187	4.223	202.41	1	PA_without_intermediate	test	ward_and_allport	89	8.0	4.223	to_hand	poldrack-single-stim	s623	False
0.1	202.411	2.09	204.501	0	PA_without_intermediate	test	ward_and_allport	71	8.0	2.09	to_board	poldrack-single-stim	s623	False
0.1	204.505	0.45	204.955	0	PA_without_intermediate	test	ward_and_allport	89	8.0	0.45	to_hand	poldrack-single-stim	s623	False
0.1	204.956	0.341	205.297	0	PA_without_intermediate	test	ward_and_allport	71	8.0	0.341	to_board	poldrack-single-stim	s623	False
0.1	205.301	0.726	206.027	0	PA_without_intermediate	test	ward_and_allport	89	8.0	0.726	to_hand	poldrack-single-stim	s623	False
0.1	206.028	0.338	206.366	0	PA_without_intermediate	test	ward_and_allport	82	8.0	0.338	to_board	poldrack-single-stim	s623	False
1.0	206.371	2.816	206.37	0	PA_without_intermediate	test	ward_and_allport	-1	8.0	n/a	feedback	poldrack-single-stim	s623	False
1.999	209.191	1.999	211.19	1	PA_with_intermediate	test	ward_and_allport	71	9.0	1.999	to_hand	poldrack-single-stim	s623	False
0.1	211.191	0.469	211.66	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.469	to_board	poldrack-single-stim	s623	False
0.1	211.664	0.657	212.321	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.657	to_hand	poldrack-single-stim	s623	False
0.1	212.322	1.351	213.673	0	PA_with_intermediate	test	ward_and_allport	82	9.0	1.351	to_board	poldrack-single-stim	s623	False
0.1	213.678	2.694	216.372	0	PA_with_intermediate	test	ward_and_allport	89	9.0	2.694	to_hand	poldrack-single-stim	s623	False
0.1	216.373	1.436	217.809	0	PA_with_intermediate	test	ward_and_allport	71	9.0	1.436	to_board	poldrack-single-stim	s623	False
0.1	217.814	0.42	218.234	0	PA_with_intermediate	test	ward_and_allport	82	9.0	0.42	to_hand	poldrack-single-stim	s623	False
0.1	218.234	0.358	218.592	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.358	to_board	poldrack-single-stim	s623	False
0.1	218.598	0.477	219.075	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.477	to_hand	poldrack-single-stim	s623	False
0.1	219.076	0.29	219.366	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.29	to_board	poldrack-single-stim	s623	False
1.0	219.371	2.952	219.37	0	PA_with_intermediate	test	ward_and_allport	-1	9.0	n/a	feedback	poldrack-single-stim	s623	False
3.948	222.327	3.948	226.275	1	PA_with_intermediate	test	ward_and_allport	89	10.0	3.948	to_hand	poldrack-single-stim	s623	False
0.1	226.276	0.438	226.714	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.438	to_board	poldrack-single-stim	s623	False
0.1	226.719	0.927	227.646	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.927	to_hand	poldrack-single-stim	s623	False
0.1	227.647	1.082	228.729	0	PA_with_intermediate	test	ward_and_allport	82	10.0	1.082	to_board	poldrack-single-stim	s623	False
0.1	228.732	0.897	229.629	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.897	to_hand	poldrack-single-stim	s623	False
0.1	229.631	0.944	230.575	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.944	to_board	poldrack-single-stim	s623	False
0.1	230.58	0.402	230.982	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.402	to_hand	poldrack-single-stim	s623	False
0.1	230.983	0.364	231.347	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.364	to_board	poldrack-single-stim	s623	False
1.0	231.352	2.136	231.351	0	PA_with_intermediate	test	ward_and_allport	-1	10.0	n/a	feedback	poldrack-single-stim	s623	False
2.204	233.495	2.204	235.699	1	PA_without_intermediate	test	ward_and_allport	89	11.0	2.204	to_hand	poldrack-single-stim	s623	False
0.1	235.7	1.516	237.216	0	PA_without_intermediate	test	ward_and_allport	82	11.0	1.516	to_board	poldrack-single-stim	s623	False
0.1	237.22	1.483	238.703	0	PA_without_intermediate	test	ward_and_allport	89	11.0	1.483	to_hand	poldrack-single-stim	s623	False
