onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.005	6.068	9.073	1.6245687399801323	draw_card	6.068	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.2496525323561585	6.068	n/a	stim	poldrack-single-stim	s631	False	1
9.075	0.411	9.486	-1.1087645933532002	draw_card	0.411	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-0.0212566043278741	0.411	n/a	stim	poldrack-single-stim	s631	False	1
9.488	1.051	10.539	-5.208764593353202	draw_card	1.051	columbia_card_task_fmri	12.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	2.6732831796615457	1.051	n/a	stim	poldrack-single-stim	s631	False	1
10.541	0.734	11.275	-12.042097926686534	draw_card	0.734	columbia_card_task_fmri	12.0	0.6666666666666667	89.0	-70.0	0.3333333333333333	6.0	4.0	1.0	5.8090627870425	0.734	n/a	stim	poldrack-single-stim	s631	False	1
11.277	0.733	12.01	-25.7087645933532	end_round	0.733	columbia_card_task_fmri	12.0	0.5	71.0	-70.0	0.5	6.0	5.0	1.0	8.145919741735888	0.733	4.0	stim	poldrack-single-stim	s631	False	1
12.762	1.5	12.011	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s631	False	0
14.467	4.365	18.832	2.457902073313466	draw_card	4.365	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.3452648893006369	4.365	1.0	stim	poldrack-single-stim	s631	False	0
19.586	1.5	18.835	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s631	False	0
21.292	2.977	24.269	4.124568739980132	draw_card	2.977	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.1378217314431147	2.977	n/a	stim	poldrack-single-stim	s631	False	1
24.27	0.369	24.639	1.2912354066467984	draw_card	0.369	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.1729575715218274	0.369	2.0	stim	poldrack-single-stim	s631	False	0
25.391	1.5	24.64	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s631	False	0
27.165	2.524	29.689	4.957902073313466	draw_card	2.524	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.458011901719857	2.524	n/a	stim	poldrack-single-stim	s631	False	1
29.69	0.986	30.676	1.8912354066468	draw_card	0.986	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.960915405792136	0.986	2.0	stim	poldrack-single-stim	s631	False	0
31.427	1.5	30.676	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s631	False	0
33.133	2.147	35.28	6.291235406646798	draw_card	2.147	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	3.535699456842444	2.147	1.0	stim	poldrack-single-stim	s631	False	0
36.031	1.5	35.28	n/a	-1.0	2.658	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s631	False	0
