onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.518	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.174	blue	green	stim	incongruent	s648	False
5.525	1.5	2.0	congruent	1.0	89.0	stroop	89	0.596	red	red	stim	congruent	s648	False
7.53	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.637	blue	green	stim	incongruent	s648	False
9.804	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.728	red	blue	stim	incongruent	s648	False
11.81	1.5	2.136	congruent	1.0	71.0	stroop	71	0.7	blue	blue	stim	congruent	s648	False
13.953	1.5	2.0	congruent	1.0	82.0	stroop	82	0.553	green	green	stim	congruent	s648	False
15.958	1.5	2.136	congruent	1.0	82.0	stroop	82	0.854	green	green	stim	congruent	s648	False
18.098	1.5	2.0	congruent	1.0	71.0	stroop	71	0.785	blue	blue	stim	congruent	s648	False
20.101	1.5	2.0	congruent	1.0	71.0	stroop	71	0.546	blue	blue	stim	congruent	s648	False
22.103	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.596	red	green	stim	incongruent	s648	False
24.107	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.785	green	blue	stim	incongruent	s648	False
26.385	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.679	green	blue	stim	incongruent	s648	False
28.391	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.637	red	green	stim	incongruent	s648	False
30.534	1.5	2.408	congruent	1.0	82.0	stroop	82	0.754	green	green	stim	congruent	s648	False
32.946	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.811	green	blue	stim	incongruent	s648	False
35.224	1.5	2.68	congruent	1.0	89.0	stroop	89	0.615	red	red	stim	congruent	s648	False
37.908	1.5	2.0	congruent	1.0	82.0	stroop	82	0.749	green	green	stim	congruent	s648	False
39.915	1.5	2.408	congruent	1.0	82.0	stroop	82	0.638	green	green	stim	congruent	s648	False
42.328	1.5	2.136	congruent	1.0	89.0	stroop	89	0.602	red	red	stim	congruent	s648	False
44.47	1.5	2.68	incongruent	1.0	82.0	stroop	82	0.69	green	red	stim	incongruent	s648	False
47.154	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.703	blue	red	stim	incongruent	s648	False
49.16	1.5	2.136	incongruent	1.0	82.0	stroop	82	0.7	green	blue	stim	incongruent	s648	False
51.303	1.5	2.952	congruent	1.0	71.0	stroop	71	0.57	blue	blue	stim	congruent	s648	False
54.258	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.977	green	red	stim	incongruent	s648	False
56.262	1.5	2.272	incongruent	1.0	71.0	stroop	71	1.291	blue	red	stim	incongruent	s648	False
58.536	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.613	red	green	stim	incongruent	s648	False
60.543	1.5	2.0	congruent	1.0	82.0	stroop	82	0.714	green	green	stim	congruent	s648	False
62.547	1.5	2.0	congruent	1.0	71.0	stroop	71	0.531	blue	blue	stim	congruent	s648	False
64.549	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.587	blue	green	stim	incongruent	s648	False
66.551	1.5	2.136	congruent	1.0	71.0	stroop	71	0.602	blue	blue	stim	congruent	s648	False
68.693	1.5	2.0	congruent	1.0	82.0	stroop	82	0.897	green	green	stim	congruent	s648	False
70.696	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.42	green	red	stim	incongruent	s648	False
72.7	1.5	2.136	congruent	1.0	71.0	stroop	71	0.719	blue	blue	stim	congruent	s648	False
74.84	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.743	green	red	stim	incongruent	s648	False
76.843	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.961	green	red	stim	incongruent	s648	False
78.848	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.661	blue	green	stim	incongruent	s648	False
80.99	1.5	2.136	congruent	1.0	89.0	stroop	89	0.617	red	red	stim	congruent	s648	False
83.129	1.5	2.272	congruent	1.0	89.0	stroop	89	0.605	red	red	stim	congruent	s648	False
85.407	1.5	2.68	incongruent	1.0	71.0	stroop	71	0.846	blue	red	stim	incongruent	s648	False
88.091	1.5	2.0	congruent	1.0	82.0	stroop	82	0.653	green	green	stim	congruent	s648	False
90.093	1.5	2.0	congruent	1.0	89.0	stroop	89	0.649	red	red	stim	congruent	s648	False
92.097	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.99	green	blue	stim	incongruent	s648	False
94.375	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.723	red	blue	stim	incongruent	s648	False
96.381	1.5	2.0	congruent	1.0	82.0	stroop	82	0.696	green	green	stim	congruent	s648	False
98.388	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.548	blue	green	stim	incongruent	s648	False
100.39	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.498	blue	green	stim	incongruent	s648	False
102.393	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.785	blue	green	stim	incongruent	s648	False
104.395	1.5	2.0	incongruent	0.0	71.0	stroop	89	0.744	blue	red	stim	incongruent	s648	False
106.398	1.5	2.272	congruent	1.0	89.0	stroop	89	0.556	red	red	stim	congruent	s648	False
108.673	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.845	red	green	stim	incongruent	s648	False
110.679	1.5	2.408	congruent	0.0	82.0	stroop	71	0.705	green	green	stim	congruent	s648	False
113.09	1.5	2.0	congruent	1.0	89.0	stroop	89	0.604	red	red	stim	congruent	s648	False
115.095	1.5	2.136	congruent	1.0	89.0	stroop	89	0.723	red	red	stim	congruent	s648	False
117.234	1.5	2.0	congruent	1.0	71.0	stroop	71	0.802	blue	blue	stim	congruent	s648	False
119.236	1.5	2.0	congruent	1.0	71.0	stroop	71	0.677	blue	blue	stim	congruent	s648	False
121.239	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.796	green	blue	stim	incongruent	s648	False
123.242	1.5	2.272	congruent	1.0	89.0	stroop	89	0.655	red	red	stim	congruent	s648	False
125.518	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.743	red	green	stim	incongruent	s648	False
127.524	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.755	red	blue	stim	incongruent	s648	False
129.801	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.652	red	blue	stim	incongruent	s648	False
132.075	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.613	green	red	stim	incongruent	s648	False
134.081	1.5	2.68	congruent	1.0	89.0	stroop	89	0.714	red	red	stim	congruent	s648	False
136.768	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.6	red	green	stim	incongruent	s648	False
138.774	1.5	2.272	congruent	1.0	71.0	stroop	71	1.045	blue	blue	stim	congruent	s648	False
141.053	1.5	2.0	congruent	1.0	82.0	stroop	82	0.833	green	green	stim	congruent	s648	False
143.057	1.5	2.0	congruent	1.0	71.0	stroop	71	1.212	blue	blue	stim	congruent	s648	False
145.06	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.958	green	blue	stim	incongruent	s648	False
147.338	1.5	2.136	congruent	1.0	82.0	stroop	82	0.681	green	green	stim	congruent	s648	False
149.478	1.5	2.544	congruent	1.0	71.0	stroop	71	0.691	blue	blue	stim	congruent	s648	False
152.028	1.5	2.408	incongruent	1.0	71.0	stroop	71	0.716	blue	red	stim	incongruent	s648	False
154.441	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.548	green	red	stim	incongruent	s648	False
156.444	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.001	blue	red	stim	incongruent	s648	False
158.449	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.649	blue	red	stim	incongruent	s648	False
160.453	1.5	2.544	congruent	1.0	82.0	stroop	82	0.553	green	green	stim	congruent	s648	False
163.003	1.5	2.136	congruent	1.0	89.0	stroop	89	0.545	red	red	stim	congruent	s648	False
165.142	1.5	2.0	congruent	1.0	89.0	stroop	89	0.652	red	red	stim	congruent	s648	False
167.144	1.5	2.0	congruent	1.0	71.0	stroop	71	0.911	blue	blue	stim	congruent	s648	False
169.147	1.5	2.272	congruent	1.0	71.0	stroop	71	0.578	blue	blue	stim	congruent	s648	False
171.422	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.679	red	blue	stim	incongruent	s648	False
173.424	1.5	2.0	congruent	1.0	71.0	stroop	71	0.644	blue	blue	stim	congruent	s648	False
175.43	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.638	red	blue	stim	incongruent	s648	False
