onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.622	1.0	4.669	0.1	2.136	True	71.0	Color	switch	twobytwo	71.0	0.947	orange	9.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	1	False
5.87	1.0	7.261	0.1	2.272	False	71.0	High-Low	n/a	twobytwo	89.0	1.291	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
9.046	1.0	10.887	0.9	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.941	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
11.286	1.0	12.6	0.1	2.272	False	89.0	Orange-Blue	stay	twobytwo	71.0	1.214	blue	9.0	cue_stay	color	stay	stim	poldrack-single-stim	s586	0	False
14.468	1.0	16.011	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.643	blue	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
16.575	1.0	17.699	0.1	2.816	True	71.0	Magnitude	stay	twobytwo	71.0	1.024	orange	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
20.3	1.0	21.753	0.9	2.408	True	89.0	High-Low	switch	twobytwo	89.0	0.553	blue	2.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s586	0	False
22.82	1.0	24.049	0.1	2.0	True	71.0	High-Low	stay	twobytwo	71.0	1.129	blue	6.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
24.927	1.0	25.773	0.1	2.544	True	89.0	High-Low	stay	twobytwo	89.0	0.746	blue	1.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
27.575	1.0	28.299	0.1	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.624	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
29.817	1.0	30.527	0.1	2.0	False	89.0	High-Low	n/a	twobytwo	71.0	0.61	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
31.924	1.0	32.646	0.1	2.0	True	89.0	High-Low	stay	twobytwo	89.0	0.622	blue	1.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
34.028	1.0	34.866	0.1	2.136	True	71.0	Magnitude	switch	twobytwo	71.0	0.738	orange	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s586	0	False
37.068	1.0	38.533	0.9	2.136	True	89.0	Magnitude	stay	twobytwo	89.0	0.565	blue	1.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
40.111	1.0	41.889	0.9	2.272	False	89.0	Color	n/a	twobytwo	71.0	0.878	blue	6.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
43.287	1.0	44.892	0.9	3.224	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.705	blue	2.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	0	False
46.618	1.0	47.53	0.1	2.0	False	71.0	Color	switch	twobytwo	89.0	0.812	orange	4.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	0	False
49.525	1.0	50.976	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.551	orange	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
52.432	1.0	53.994	0.9	2.272	False	71.0	Orange-Blue	n/a	twobytwo	89.0	0.662	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
54.808	1.0	55.787	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.879	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
57.849	1.0	59.421	0.9	2.0	True	71.0	Magnitude	switch	twobytwo	71.0	0.672	orange	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s586	0	False
60.757	1.0	62.285	0.9	2.0	True	71.0	Magnitude	stay	twobytwo	71.0	0.628	blue	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
62.869	1.0	63.969	0.1	2.0	True	71.0	Magnitude	stay	twobytwo	71.0	1.0	orange	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
65.773	1.0	67.677	0.9	2.68	False	71.0	Magnitude	stay	twobytwo	89.0	1.004	blue	6.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s586	0	False
69.36	1.0	70.891	0.9	2.0	False	71.0	Orange-Blue	n/a	twobytwo	89.0	0.631	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
71.467	1.0	72.86	0.1	2.272	True	89.0	High-Low	n/a	twobytwo	89.0	1.293	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
73.851	1.0	74.762	0.1	2.0	False	71.0	Color	n/a	twobytwo	89.0	0.811	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
75.958	1.0	75.957	0.1	2.272	False	89.0	Orange-Blue	switch	twobytwo	-1.0	n/a	blue	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	0	False
78.334	1.0	79.471	0.1	2.952	True	89.0	Color	switch	twobytwo	89.0	1.037	blue	6.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	0	False
82.191	1.0	83.727	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.636	orange	3.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
84.299	1.0	85.21	0.1	2.0	True	89.0	Magnitude	switch	twobytwo	89.0	0.811	blue	1.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s586	0	False
86.404	1.0	87.462	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.958	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
88.513	1.0	89.111	0.1	2.0	True	71.0	Color	stay	twobytwo	71.0	0.498	orange	6.0	cue_stay	color	stay	stim	poldrack-single-stim	s586	0	False
90.618	1.0	91.394	0.1	2.136	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.676	blue	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	0	False
93.664	1.0	95.235	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.671	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
95.772	1.0	96.984	0.1	2.0	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.112	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s586	0	False
97.879	1.0	98.66	0.1	2.0	True	71.0	Color	switch	twobytwo	71.0	0.681	orange	9.0	cue_switch	color	stay	stim	poldrack-single-stim	s586	0	False
99.985	1.0	100.893	0.1	2.272	False	71.0	High-Low	n/a	twobytwo	89.0	0.808	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s586	0	False
